SARTkey_resp_practice.keys,SARTkey_resp_practice.corr,SARTkey_resp_practice.rt,SARTpracticeloop.thisRepN,SARTpracticeloop.thisTrialN,SARTpracticeloop.thisN,SARTpracticeloop.thisIndex,SARTpracticeloop.ran,number,correctkey,Participant ID,date,expName,psychopyVersion,OS,frameRate,SARTkey_resp_trials.keys,SARTkey_resp_trials.corr,SARTkey_resp_trials.rt,SARTblock1loop.thisRepN,SARTblock1loop.thisTrialN,SARTblock1loop.thisN,SARTblock1loop.thisIndex,SARTblock1loop.ran,SARTloop.thisRepN,SARTloop.thisTrialN,SARTloop.thisN,SARTloop.thisIndex,SARTloop.ran,EFtasksrandomizerloop.thisRepN,EFtasksrandomizerloop.thisTrialN,EFtasksrandomizerloop.thisN,EFtasksrandomizerloop.thisIndex,EFtasksrandomizerloop.ran,EFTask1,EFTask2,EFTask3,EFTask4,presp_1back.keys,presp_1back.corr,practice1backloop.thisRepN,practice1backloop.thisTrialN,practice1backloop.thisN,practice1backloop.thisIndex,practice1backloop.ran,letter,correct,presp_1back.rt,dummyletter1back,resp_dummy1back.keys,resp_dummy1back.corr,dummy1backloop.thisRepN,dummy1backloop.thisTrialN,dummy1backloop.thisN,dummy1backloop.thisIndex,dummy1backloop.ran,trialletter1back,resp_1back.keys,resp_1back.corr,resp_1back.rt,trials_1backloop.thisRepN,trials_1backloop.thisTrialN,trials_1backloop.thisN,trials_1backloop.thisIndex,trials_1backloop.ran,target,presp_2back.keys,presp_2back.corr,practice2backloop.thisRepN,practice2backloop.thisTrialN,practice2backloop.thisN,practice2backloop.thisIndex,practice2backloop.ran,presp_2back.rt,dummyletter2back,resp_dummy2back.keys,resp_dummy2back.corr,dummy2backloop.thisRepN,dummy2backloop.thisTrialN,dummy2backloop.thisN,dummy2backloop.thisIndex,dummy2backloop.ran,trialletter2back,resp_2back.keys,resp_2back.corr,trials_2backloop.thisRepN,trials_2backloop.thisTrialN,trials_2backloop.thisN,trials_2backloop.thisIndex,trials_2backloop.ran,resp_2back.rt,nbacktask.thisRepN,nbacktask.thisTrialN,nbacktask.thisN,nbacktask.thisIndex,nbacktask.ran,practicesquarecorrectresponse,symmpracticesquareloop.thisRepN,symmpracticesquareloop.thisTrialN,symmpracticesquareloop.thisN,symmpracticesquareloop.thisIndex,symmpracticesquareloop.ran,symmetrical,practicesquareresponse,practicerecallaccuracy,square_resp_2.x,square_resp_2.y,square_resp_2.leftButton,square_resp_2.midButton,square_resp_2.rightButton,square_resp_2.time,square_resp_2.clicked_name,symmpracticerecalloop.thisRepN,symmpracticerecalloop.thisTrialN,symmpracticerecalloop.thisN,symmpracticerecalloop.thisIndex,symmpracticerecalloop.ran,symmmempracticeloop.thisRepN,symmmempracticeloop.thisTrialN,symmmempracticeloop.thisN,symmmempracticeloop.thisIndex,symmmempracticeloop.ran,loopnumber,memnumber,recallloop.thisRepN,recallloop.thisTrialN,recallloop.thisN,recallloop.thisIndex,recallloop.ran,symmspansubtasksloop.thisRepN,symmspansubtasksloop.thisTrialN,symmspansubtasksloop.thisN,symmspansubtasksloop.thisIndex,symmspansubtasksloop.ran,subtask1,subtask2,practicepresentedsymmstim,practicesymmcorrectresponse,practicesymmresponse,practicesymmaccuracy,practiceresponse.x,practiceresponse.y,practiceresponse.leftButton,practiceresponse.midButton,practiceresponse.rightButton,practiceresponse.time,practiceresponse.clicked_name,symmpracticeloop.thisRepN,symmpracticeloop.thisTrialN,symmpracticeloop.thisN,symmpracticeloop.thisIndex,symmpracticeloop.ran,symmetryloop.thisRepN,symmetryloop.thisTrialN,symmetryloop.thisN,symmetryloop.thisIndex,symmetryloop.ran,symmspansymmploop.thisRepN,symmspansymmploop.thisTrialN,symmspansymmploop.thisN,symmspansymmploop.thisIndex,symmspansymmploop.ran,symmspanrecallploop.thisRepN,symmspanrecallploop.thisTrialN,symmspanrecallploop.thisN,symmspanrecallploop.thisIndex,symmspanrecallploop.ran,symmspanploop.thisRepN,symmspanploop.thisTrialN,symmspanploop.thisN,symmspanploop.thisIndex,symmspanploop.ran,presentedsymmstim,symmcorrectresponse,symmresponse,symmaccuracy,symmresponseclick.x,symmresponseclick.y,symmresponseclick.leftButton,symmresponseclick.midButton,symmresponseclick.rightButton,symmresponseclick.time,symmresponseclick.clicked_name,squarecorrectresponse,symmspanblocksymmloop.thisRepN,symmspanblocksymmloop.thisTrialN,symmspanblocksymmloop.thisN,symmspanblocksymmloop.thisIndex,symmspanblocksymmloop.ran,squareresponse,recallaccuracy,square_resp.x,square_resp.y,square_resp.leftButton,square_resp.midButton,square_resp.rightButton,square_resp.time,square_resp.clicked_name,symmspanrecallblocksloop.thisRepN,symmspanrecallblocksloop.thisTrialN,symmspanrecallblocksloop.thisN,symmspanrecallblocksloop.thisIndex,symmspanrecallblocksloop.ran,symmspanblocksloop.thisRepN,symmspanblocksloop.thisTrialN,symmspanblocksloop.thisN,symmspanblocksloop.thisIndex,symmspanblocksloop.ran,symmspanendkey.keys,symmspanendkey.rt,symmspantaskloop.thisRepN,symmspantaskloop.thisTrialN,symmspantaskloop.thisN,symmspantaskloop.thisIndex,symmspantaskloop.ran,pshape_resp.keys,pshape_resp.corr,practiceshapeloop.thisRepN,practiceshapeloop.thisTrialN,practiceshapeloop.thisN,practiceshapeloop.thisIndex,practiceshapeloop.ran,images,pshape_resp.rt,shapetrialsresp.keys,shapetrialsresp.corr,shapetrialsloop.thisRepN,shapetrialsloop.thisTrialN,shapetrialsloop.thisN,shapetrialsloop.thisIndex,shapetrialsloop.ran,shapetrialsresp.rt,switch_shapetrials.thisRepN,switch_shapetrials.thisTrialN,switch_shapetrials.thisN,switch_shapetrials.thisIndex,switch_shapetrials.ran,counterbalance_switch_shapecolour.thisRepN,counterbalance_switch_shapecolour.thisTrialN,counterbalance_switch_shapecolour.thisN,counterbalance_switch_shapecolour.thisIndex,counterbalance_switch_shapecolour.ran,pcolour_resp.keys,pcolour_resp.corr,pcolour_resp.rt,practicecolourloop.thisRepN,practicecolourloop.thisTrialN,practicecolourloop.thisN,practicecolourloop.thisIndex,practicecolourloop.ran,colourtrialresp.keys,colourtrialresp.corr,colourtrialsloop.thisRepN,colourtrialsloop.thisTrialN,colourtrialsloop.thisN,colourtrialsloop.thisIndex,colourtrialsloop.ran,colourtrialresp.rt,switch_colourtrials.thisRepN,switch_colourtrials.thisTrialN,switch_colourtrials.thisN,switch_colourtrials.thisIndex,switch_colourtrials.ran,dummypracticeswitchstimuluscondition,dummypracticeswitchcondition,dummypracticeswitchstimuluspresented,dummypracticeswitchcorrectresponse,mixpracticedummyresp.keys,mixpracticedummyresp.corr,mixpracticedummyresp.rt,practiceswitchstimuluscondition,practiceswitchcondition,practiceswitchstimuluspresented,practiceswitchcorrectresponse,mixpracticeresp.keys,mixpracticeresp.corr,mixpracticeresp.rt,practicemixedloop.thisRepN,practicemixedloop.thisTrialN,practicemixedloop.thisN,practicemixedloop.thisIndex,practicemixedloop.ran,switchcond,dummystimuluscondition,dummyswitchcondition,dummystimuluspresented,dummycorrectresponse,mixeddummyresp.keys,mixeddummyresp.corr,mixeddummyresp.rt,stimuluscondition,switchcondition,stimuluspresented,correctresponse,mixedtrialsresp.keys,mixedtrialsresp.corr,mixedtrialsresp.rt,mixedblock1.thisRepN,mixedblock1.thisTrialN,mixedblock1.thisN,mixedblock1.thisIndex,mixedblock1.ran,colour_shape_switch_task.thisRepN,colour_shape_switch_task.thisTrialN,colour_shape_switch_task.thisN,colour_shape_switch_task.thisIndex,colour_shape_switch_task.ran,onoff_resp_instructions_2.keys,onoff_resp_instructions_2.rt,aware_resp_instructions_2.keys,aware_resp_instructions_2.rt,intent_response_instructions_2.keys,intent_response_instructions_2.rt,tone_number,MCTBeatResponse,tone_practicetrial_resp.keys,tone_practicetrial_resp.rt,practiceloop.thisRepN,practiceloop.thisTrialN,practiceloop.thisN,practiceloop.thisIndex,practiceloop.ran,probetype,probe_resp_practice_2.keys,probe_resp_practice_2.rt,onoff_resp_2.keys,onoff_resp_2.rt,aware_resp_2.keys,aware_resp_2.rt,intent_response_3.keys,intent_response_3.rt,ifnoprobepracticeloop.thisRepN,ifnoprobepracticeloop.thisTrialN,ifnoprobepracticeloop.thisN,ifnoprobepracticeloop.thisIndex,ifnoprobepracticeloop.ran,tone_trial_resp.keys,toneloop1.thisRepN,toneloop1.thisTrialN,toneloop1.thisN,toneloop1.thisIndex,toneloop1.ran,tone_trial_resp.rt,probe_resp.keys,probe_resp.rt,onoff_resp.keys,onoff_resp.rt,aware_resp.keys,aware_resp.rt,intent_response.keys,intent_response.rt,probeloop1.thisRepN,probeloop1.thisTrialN,probeloop1.thisN,probeloop1.thisIndex,probeloop1.ran
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,0,581,0,1,,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,582,0,582,0,1,,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,583,0,583,0,1,,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,down,584,0,584,0,1,0.688,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,down,585,0,585,0,1,0.4728,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,down,586,0,586,0,1,0.5305,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,down,587,0,587,0,1,0.5869,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,down,588,0,588,0,1,0.7876,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,down,589,0,589,0,1,0.7408,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,down,590,0,590,0,1,0.5892,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,down,591,0,591,0,1,0.5192,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,down,592,0,592,0,1,0.4725,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,down,593,0,593,0,1,0.7129,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,down,594,0,594,0,1,0.8671,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,down,595,0,595,0,1,1.0104,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,down,596,0,596,0,1,0.8444,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,down,597,0,597,0,1,0.6611,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,down,598,0,598,0,1,0.4136,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,down,599,0,599,0,1,1.119,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,600,0,600,0,1,,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,down,601,0,601,0,1,0.6093,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,602,0,602,0,1,,,,,,,,,,,,,,
,,,,,,,,,,TEST,2023-03-10_12h02.12.442,EFMWADHD_Tasks_RADAR,2021.1.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,603,0,603,0,1,,,,,,,,,,,,,,
